"Situação da Ligação de Água","Categoria de Imóvel","Perfil de Imóvel","Setor","CONSUMO_MEDIDO","TIPO_CONSUMO","MUNICIPIO","QUANTIDADE_ECONOMIAS","x","y"
"LIGADO","RESIDENCIAL","GRANDE",611,356,"REAL","RECIFE",25,-3886141.11015784,-908322.865460296
"LIGADO","RESIDENCIAL","GRANDE",611,273,"REAL","RECIFE",16,-3886110.99923746,-908325.442819966
"LIGADO","RESIDENCIAL","NORMAL",611,22,"REAL","RECIFE",1,-3886061.28005669,-908418.121600511
"LIGADO","RESIDENCIAL","NORMAL",611,50,"REAL","RECIFE",1,-3886067.58597188,-908418.771226949
"LIGADO","RESIDENCIAL","NORMAL",611,18,"ESTIMADO","RECIFE",1,-3886079.13136155,-908420.066544086
"LIGADO","RESIDENCIAL","NORMAL",611,132,"REAL","RECIFE",11,-3886095.74668611,-908422.286204301
"LIGADO","RESIDENCIAL","NORMAL",611,45,"REAL","RECIFE",1,-3886109.46736994,-908423.84094483
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",8,-3886126.92126422,-908425.598433668
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",6,-3886142.12060486,-908427.463875057
"LIGADO","COMERCIAL","NORMAL",611,29,"REAL","RECIFE",1,-3886156.14073812,-908428.917635207
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3886231.46540553,-908407.171961085
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3886213.90742753,-908403.671378572
"LIGADO","COMERCIAL","NORMAL",611,23,"REAL","RECIFE",1,-3886199.5282889,-908401.959995272
"LIGADO","RESIDENCIAL","CORPORATIVO",611,1114,"REAL","RECIFE",102,-3886172.38859704,-908429.36024041
"SUPRIMIDO","INDUSTRIAL","NORMAL",611,NA,NA,"RECIFE",1,-3886167.62156249,-908398.01084839
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3886151.8959033,-908402.91526178
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886136.90161317,-908394.804774251
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3886122.10858867,-908392.983639678
"LIGADO","RESIDENCIAL","NORMAL",611,21,"REAL","RECIFE",9,-3886107.98247925,-908391.780082861
"LIGADO","RESIDENCIAL","NORMAL",611,0,"INFORMADO","RECIFE",9,-3886092.59333889,-908389.494640657
"LIGADO","COMERCIAL","NORMAL",611,3,"REAL","RECIFE",1,-3886062.65262601,-908390.235014164
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",1,-3886079.05443978,-908385.935585311
"LIGADO","RESIDENCIAL","NORMAL",611,52,"REAL","RECIFE",5,-3886051.17658838,-908381.155881248
"LIGADO","RESIDENCIAL","NORMAL",611,28,"REAL","RECIFE",1,-3886041.55802778,-908402.145538501
"LIGADO","RESIDENCIAL","NORMAL",611,105,"REAL","RECIFE",6,-3886041.73625028,-908415.255012926
"CORTADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,NA,NA
"LIGADO","RESIDENCIAL","NORMAL",611,31,"REAL","RECIFE",2,-3886143.17880793,-908457.710372248
"LIGADO","COMERCIAL","NORMAL",611,8,"REAL","RECIFE",1,-3886131.0310685,-908455.750358677
"LIGADO","RESIDENCIAL","NORMAL",611,64,"REAL","RECIFE",12,-3886100.36388462,-908451.971682142
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3886083.56666402,-908452.052983898
"LIGADO","RESIDENCIAL","NORMAL",611,20,"REAL","RECIFE",1,-3886075.12129953,-908450.911048412
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",9,-3886055.34450144,-908445.505662596
"LIGADO","RESIDENCIAL","NORMAL",611,73,"REAL","RECIFE",6,-3886023.54664549,-908441.606215044
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",45,-3886085.99921753,-908470.012354982
"CORTADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3886109.30283974,-908480.230968086
"LIGADO","COMERCIAL","NORMAL",611,35,"ESTIMADO","RECIFE",1,-3886115.95451327,-908520.769665733
"LIGADO","RESIDENCIAL","GRANDE",611,198,"REAL","RECIFE",15,-3886094.53664324,-908510.395636565
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",5,-3886032.2177659,-908481.179264315
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3886010.37120452,-908468.41634349
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886006.56129494,-908476.983393816
"LIGADO","RESIDENCIAL","CORPORATIVO",611,1327,"REAL","RECIFE",60,-3885997.9048687,-908497.337411981
"LIGADO","RESIDENCIAL","NORMAL",611,7,"ESTIMADO","RECIFE",1,-3886014.64219942,-908517.536707137
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3886026.32629317,-908523.201637907
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",2,-3886035.88451861,-908529.331440822
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",3,-3886045.99488872,-908534.469203847
"LIGADO","INDUSTRIAL","NORMAL",611,3,"REAL","RECIFE",1,-3886057.63523391,-908538.812052871
"LIGADO","RESIDENCIAL","NORMAL",611,44,"REAL","RECIFE",6,-3886058.71102547,-908591.004764521
"LIGADO","RESIDENCIAL","NORMAL",611,20,"REAL","RECIFE",1,-3886033.28665565,-908563.66064655
"CORTADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3886022.26658266,-908558.49532974
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3886011.84273686,-908553.532312546
"LIGADO","COMERCIAL","GRANDE",611,216,"REAL","RECIFE",1,-3885977.57659385,-908538.266329223
"LIGADO","RESIDENCIAL","NORMAL",611,16,"REAL","RECIFE",1,-3885971.48307624,-908550.753540433
"LIGADO","RESIDENCIAL","NORMAL",611,49,"ESTIMADO","RECIFE",6,-3885960.73428885,-908574.203139383
"LIGADO","RESIDENCIAL","NORMAL",611,10,"ESTIMADO","RECIFE",1,-3885993.31817172,-908590.248981936
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885894.28367729,-908639.905644882
"LIGADO","RESIDENCIAL","NORMAL",611,32,"REAL","RECIFE",4,-3885995.2856324,-908626.541740959
"LIGADO","RESIDENCIAL","NORMAL",611,50,"REAL","RECIFE",4,-3885984.57012954,-908621.312769686
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",2,-3885972.07151107,-908615.549094629
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885959.1313995,-908612.150151614
"LIGADO","RESIDENCIAL","NORMAL",611,19,"REAL","RECIFE",1,-3885953.72984385,-908604.313894293
"LIGADO","COMERCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885940.8389355,-908615.832471087
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885936.4914641,-908625.588831178
"LIGADO","RESIDENCIAL","NORMAL",611,68,"REAL","RECIFE",1,-3885932.1810621,-908634.62573174
"LIGADO","RESIDENCIAL","NORMAL",611,2,"ESTIMADO","RECIFE",1,-3885945.54385378,-908642.024109979
"LIGADO","INDUSTRIAL","NORMAL",611,10,"ESTIMADO","RECIFE",1,-3885956.4818843,-908647.205516859
"LIGADO","RESIDENCIAL","NORMAL",611,3,"REAL","RECIFE",1,-3885965.57434899,-908702.394953252
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885969.36099279,-908694.800112912
"LIGADO","COMERCIAL","NORMAL",611,37,"REAL","RECIFE",2,-3885974.61660859,-908686.917623793
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885947.47302055,-908674.914139592
"LIGADO","COMERCIAL","NORMAL",611,72,"REAL","RECIFE",4,-3885938.25042338,-908671.292651346
"LIGADO","RESIDENCIAL","NORMAL",611,17,"REAL","RECIFE",1,-3885915.40410164,-908670.921337767
"LIGADO","RESIDENCIAL","NORMAL",611,10,"ESTIMADO","RECIFE",1,-3885927.56608997,-908694.030609548
"LIGADO","COMERCIAL","NORMAL",611,21,"ESTIMADO","RECIFE",1,-3885884.41119693,-908663.89696713
"LIGADO","RESIDENCIAL","NORMAL",611,5,"REAL","RECIFE",1,-3885887.95705667,-908655.65317812
"LIGADO","RESIDENCIAL","NORMAL",611,19,"REAL","RECIFE",1,-3885890.59543993,-908648.411104612
"LIGADO","RESIDENCIAL","NORMAL",611,32,"REAL","RECIFE",1,-3885898.36709885,-908631.563465619
"LIGADO","RESIDENCIAL","NORMAL",611,115,"REAL","RECIFE",1,-3885904.5693756,-908618.933981532
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885913.16401953,-908605.696816051
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885917.03259447,-908596.700291173
"LIGADO","RESIDENCIAL","NORMAL",611,8,"REAL","RECIFE",1,-3885921.47535535,-908587.469420405
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885905.89396622,-908587.951047626
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",3,-3885929.40119177,-908562.87326574
"LIGADO","RESIDENCIAL","NORMAL",611,44,"REAL","RECIFE",4,-3885937.29886437,-908547.684757863
"LIGADO","RESIDENCIAL","NORMAL",611,21,"REAL","RECIFE",4,-3885942.94821721,-908534.384640866
"LIGADO","RESIDENCIAL","NORMAL",611,51,"REAL","RECIFE",6,-3885948.99553723,-908521.815007808
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",2,-3885953.87055168,-908509.918395743
"LIGADO","RESIDENCIAL","NORMAL",611,11,"REAL","RECIFE",1,-3885960.64311819,-908494.553020798
"LIGADO","RESIDENCIAL","GRANDE",611,348,"REAL","RECIFE",20,-3885969.82909125,-908473.399255072
"LIGADO","RESIDENCIAL","NORMAL",611,14,"REAL","RECIFE",1,-3885978.63323845,-908454.940602087
"LIGADO","RESIDENCIAL","NORMAL",611,31,"REAL","RECIFE",2,-3885983.18453583,-908439.189203193
"LIGADO","RESIDENCIAL","NORMAL",611,87,"REAL","RECIFE",6,-3885961.7232512,-908436.464639278
"LIGADO","RESIDENCIAL","NORMAL",611,8,"ESTIMADO","RECIFE",1,-3885948.2888811,-908434.127467573
"LIGADO","RESIDENCIAL","GRANDE",611,294,"REAL","RECIFE",13,-3885936.15839618,-908462.929316445
"LIGADO","RESIDENCIAL","NORMAL",611,19,"REAL","RECIFE",2,-3885928.06747295,-908478.843777053
"LIGADO","RESIDENCIAL","NORMAL",611,129,"REAL","RECIFE",6,-3885923.15984188,-908490.30857037
"LIGADO","RESIDENCIAL","NORMAL",611,21,"REAL","RECIFE",3,-3885918.18976058,-908502.870098195
"LIGADO","RESIDENCIAL","NORMAL",611,39,"REAL","RECIFE",1,-3885913.76559006,-908513.911858009
"LIGADO","COMERCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885909.07970741,-908524.426563874
"LIGADO","COMERCIAL","NORMAL",611,20,"REAL","RECIFE",1,-3885903.54278726,-908535.592924424
"LIGADO","RESIDENCIAL","NORMAL",611,13,"REAL","RECIFE",1,-3885909.32327446,-908549.525127775
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3886003.767621,-908406.849902985
"LIGADO","COMERCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885970.284054,-908389.236117169
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"S CONSUMO","RECIFE",1,-3885969.3884887,-908396.216364438
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",4,-3885970.59329955,-908406.457563353
"LIGADO","COMERCIAL","NORMAL",611,23,"REAL","RECIFE",1,-3885935.74139337,-908385.53267553
"LIGADO","COMERCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",2,-3885948.39263086,-908359.335113339
"LIGADO","COMERCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3885916.55837344,-908355.108330342
"LIGADO","COMERCIAL","NORMAL",611,53,"INFORMADO","RECIFE",1,-3885897.5928718,-908351.335172304
"LIGADO","RESIDENCIAL","GRANDE",611,174,"REAL","RECIFE",13,-3885877.00010183,-908347.170012823
"LIGADO","COMERCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885822.57889709,-908334.665653113
"LIGADO","COMERCIAL","NORMAL",611,9,"REAL","RECIFE",3,-3885814.28025169,-908359.052750549
"LIGADO","RESIDENCIAL","NORMAL",611,0,"ESTIMADO","RECIFE",1,-3885835.95794141,-908377.984555472
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885849.224887,-908380.707429097
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3885859.5664677,-908383.248920399
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",24,-3885871.37702039,-908385.817962196
"LIGADO","RESIDENCIAL","NORMAL",611,25,"REAL","RECIFE",1,-3885885.17841086,-908384.132330713
"LIGADO","COMERCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885908.07415845,-908393.733459076
"CORTADO","INDUSTRIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885929.83745286,-908396.978103636
"LIGADO","RESIDENCIAL","NORMAL",611,81,"REAL","RECIFE",9,-3885914.95292374,-908435.55491452
"LIGADO","RESIDENCIAL","NORMAL",611,3,"REAL","RECIFE",1,-3885902.03440816,-908428.620765867
"LIGADO","RESIDENCIAL","GRANDE",611,160,"REAL","RECIFE",15,-3885884.20069177,-908423.651128393
"LIGADO","COMERCIAL","GRANDE",611,294,"REAL","RECIFE",1,-3885865.42821812,-908419.857948434
"LIGADO","RESIDENCIAL","NORMAL",611,31,"REAL","RECIFE",4,-3885853.64827829,-908416.738122261
"LIGADO","RESIDENCIAL","NORMAL",611,21,"ESTIMADO","RECIFE",4,-3885842.08696994,-908413.874908274
"CORTADO","COMERCIAL","NORMAL",611,1,"REAL","RECIFE",1,-3885830.32539781,-908411.093783301
"LIGADO","RESIDENCIAL","NORMAL",611,20,"REAL","RECIFE",3,-3885806.73412605,-908405.950749162
"LIGADO","RESIDENCIAL","NORMAL",611,27,"REAL","RECIFE",4,-3885804.23878835,-908418.834424124
"LIGADO","RESIDENCIAL","NORMAL",611,112,"REAL","RECIFE",4,-3885801.26299571,-908433.465471359
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",4,-3885798.30523684,-908446.342407151
"LIGADO","RESIDENCIAL","NORMAL",611,38,"REAL","RECIFE",1,-3885823.63799073,-908449.695795192
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885858.56436964,-908457.577230762
"LIGADO","COMERCIAL","NORMAL",611,75,"REAL","RECIFE",1,-3885841.71638735,-908453.670023075
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885878.69171281,-908461.512551439
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885897.78033382,-908459.032228841
"SUPRIMIDO","COMERCIAL","GRANDE",611,NA,NA,"RECIFE",1,-3885896.48847113,-908464.922390805
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",4,-3885873.85677337,-908518.284167145
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885884.76986833,-908502.818370875
"LIGADO","RESIDENCIAL","NORMAL",611,46,"REAL","RECIFE",4,-3885814.76137453,-908483.288388547
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885789.82258032,-908478.127691424
"LIGADO","RESIDENCIAL","NORMAL",611,107,"REAL","RECIFE",1,-3885796.25751481,-908492.851417258
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",6,-3885787.29952407,-908507.620128178
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885809.82524567,-908517.220495687
"LIGADO","COMERCIAL","NORMAL",611,27,"REAL","RECIFE",1,-3885833.88083103,-908524.366740076
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885826.25789494,-908495.710250679
"LIGADO","COMERCIAL","GRANDE",611,326,"REAL","RECIFE",1,-3885846.71452117,-908492.856702433
"LIGADO","RESIDENCIAL","GRANDE",611,162,"REAL","RECIFE",6,-3885862.73985242,-908534.844227177
"LIGADO","RESIDENCIAL","NORMAL",611,32,"REAL","RECIFE",2,-3885943.81895826,-908728.779271445
"LIGADO","COMERCIAL","NORMAL",611,17,"REAL","RECIFE",1,-3885922.32160612,-908720.175851515
"LIGADO","COMERCIAL","NORMAL",611,3,"REAL","RECIFE",1,-3885902.57196998,-908711.65699654
"LIGADO","RESIDENCIAL","NORMAL",611,25,"REAL","RECIFE",1,-3885895.10020576,-908708.033368765
"LIGADO","RESIDENCIAL","NORMAL",611,8,"REAL","RECIFE",2,-3885888.66649579,-908705.179919528
"LIGADO","RESIDENCIAL","GRANDE",611,1209,"REAL","RECIFE",49,-3885769.96251525,-908680.886756452
"LIGADO","COMERCIAL","CORPORATIVO",611,1558,"REAL","RECIFE",1,-3885832.57360625,-908819.209176853
"LIGADO","RESIDENCIAL","NORMAL",611,88,"REAL","RECIFE",7,-3885852.54521346,-908905.998527373
"LIGADO","RESIDENCIAL","GRANDE",611,686,"REAL","RECIFE",40,-3885857.52720595,-908980.576330938
"LIGADO","RESIDENCIAL","NORMAL",611,11,"REAL","RECIFE",1,-3885912.57035268,-908976.624546972
"LIGADO","RESIDENCIAL","NORMAL",611,1,"REAL","RECIFE",1,-3885933.00649613,-908974.844208915
"LIGADO","RESIDENCIAL","NORMAL",611,15,"REAL","RECIFE",6,-3885893.46147153,-908932.627434913
"LIGADO","RESIDENCIAL","NORMAL",611,35,"REAL","RECIFE",6,-3885881.10890424,-908932.643740418
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",24,-3885860.80790266,-908935.143655686
"LIGADO","RESIDENCIAL","NORMAL",611,11,"REAL","RECIFE",1,-3885846.777528,-908937.06511915
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3885836.0709307,-908937.200061279
"LIGADO","RESIDENCIAL","GRANDE",611,637,"REAL","RECIFE",46,-3885805.87418298,-908946.406601643
"LIGADO","RESIDENCIAL","NORMAL",611,61,"REAL","RECIFE",8,-3885920.11814812,-908936.339467839
"LIGADO","RESIDENCIAL","NORMAL",611,31,"REAL","RECIFE",2,-3885946.90651566,-909008.458559572
"LIGADO","RESIDENCIAL","NORMAL",611,26,"REAL","RECIFE",1,-3885937.03448058,-909008.686724586
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3885929.53299406,-909009.214574072
"LIGADO","COMERCIAL","NORMAL",611,11,"REAL","RECIFE",1,-3885922.64220625,-909009.775596884
"LIGADO","COMERCIAL","NORMAL",611,21,"REAL","RECIFE",1,-3885915.87954719,-909010.267799106
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885909.0687981,-909011.00582132
"CORTADO","COMERCIAL","NORMAL",611,0,"CONS CORT","RECIFE",1,-3885902.07392658,-909011.615648309
"LIGADO","RESIDENCIAL","GRANDE",611,878,"REAL","RECIFE",64,-3885881.35569955,-909014.019646428
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885860.05794325,-909064.331584867
"SUPRIMIDO","COMERCIAL","NORMAL",611,NA,NA,"RECIFE",2,-3885879.36508442,-909127.913730536
"SUP. PARC. PEDIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",1,-3885882.91929312,-909077.658734323
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3885905.17551023,-909125.301014972
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885909.89679247,-909123.621090892
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",2,-3885887.37129351,-909147.50809005
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885881.54761435,-909146.203530917
"LIGADO","RESIDENCIAL","NORMAL",611,15,"ESTIMADO","RECIFE",2,-3885896.25269644,-909147.250461828
"LIGADO","COMERCIAL","NORMAL",611,NA,"N MEDIDO","RECIFE",2,-3885904.4425827,-909145.787682319
"LIGADO","RESIDENCIAL","NORMAL",611,27,"REAL","RECIFE",2,-3885971.4303108,-909137.476221327
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",24,-3885984.55721648,-909111.179713901
"LIGADO","RESIDENCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3886016.58027176,-909119.250859619
"CORTADO","RESIDENCIAL","NORMAL",611,NA,"CONS CORT","RECIFE",1,-3885886.48185078,-909077.672116126
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",2,-3886041.65287199,-909139.371716943
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",33,-3886180.68868959,-909236.516311415
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",8,-3886030.14098948,-909312.26630693
"LIGADO","RESIDENCIAL","NORMAL",611,37,"REAL","RECIFE",8,-3886022.98225567,-909293.457470069
"LIGADO","RESIDENCIAL","NORMAL",611,24,"REAL","RECIFE",1,-3886009.83397665,-909259.544682509
"LIGADO","RESIDENCIAL","NORMAL",611,67,"REAL","RECIFE",1,-3886002.54844994,-909242.119146313
"LIGADO","RESIDENCIAL","NORMAL",611,52,"REAL","RECIFE",1,-3885994.44583816,-909224.67596182
"LIGADO","RESIDENCIAL","NORMAL",611,68,"REAL","RECIFE",5,-3885986.32263228,-909207.820685495
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",1,-3885979.66884368,-909189.518827693
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",1,-3885973.54771884,-909171.822758201
"LIGADO","RESIDENCIAL","NORMAL",611,132,"REAL","RECIFE",1,-3885902.96459383,-909185.54543453
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",1,-3885911.54654732,-909203.77880718
"LIGADO","RESIDENCIAL","NORMAL",611,9,"REAL","RECIFE",1,-3885924.10282929,-909201.952242199
"LIGADO","RESIDENCIAL","GRANDE",611,70,"REAL","RECIFE",1,-3885921.63454222,-909221.654925654
"SUPRIMIDO","RESIDENCIAL","GRANDE",611,NA,NA,"RECIFE",32,-3885935.69731086,-909245.22778438
"SUPRIMIDO","RESIDENCIAL","GRANDE",611,NA,NA,"RECIFE",28,-3885946.63478478,-909269.394292744
"LIGADO","RESIDENCIAL","NORMAL",611,119,"REAL","RECIFE",12,-3885956.97202402,-909293.192306687
"LIGADO","RESIDENCIAL","CORPORATIVO",611,1185,"REAL","RECIFE",60,-3885971.25297886,-909324.33360919
"LIGADO","RESIDENCIAL","GRANDE",611,536,"REAL","RECIFE",32,-3886067.68905373,-909286.680285753
"LIGADO","RESIDENCIAL","CORPORATIVO",611,1632,"REAL","RECIFE",100,-3886124.44396027,-909260.479950642
"LIGADO","RESIDENCIAL","GRANDE",611,88,"REAL","RECIFE",18,-3886015.87706653,-909178.555956354
"SUPRIMIDO","RESIDENCIAL","NORMAL",611,NA,NA,"RECIFE",36,-3886045.04177124,-909231.827041404
"LIGADO","RESIDENCIAL","GRANDE",611,257,"REAL","RECIFE",12,-3886060.57473639,-909267.665671319
"LIGADO","RESIDENCIAL","GRANDE",611,230,"REAL","RECIFE",12,-3886266.71327513,-909202.480656205
"LIGADO","RESIDENCIAL","NORMAL",611,19,"REAL","RECIFE",1,-3886288.06034597,-909194.866952017
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886302.18088942,-909189.813902808
"LIGADO","RESIDENCIAL","GRANDE",611,205,"REAL","RECIFE",9,-3886286.9599528,-909253.703108643
"LIGADO","INDUSTRIAL","NORMAL",611,421,"REAL","RECIFE",1,-3886296.94920731,-909279.528635188
"LIGADO","RESIDENCIAL","NORMAL",611,32,"REAL","RECIFE",1,-3886310.22138492,-909222.729521632
"LIGADO","RESIDENCIAL","GRANDE",611,202,"REAL","RECIFE",12,-3886292.77116418,-909229.551902236
"LIGADO","COMERCIAL","NORMAL",611,81,"REAL","RECIFE",1,-3886113.76296645,-909374.317644291
"LIGADO","RESIDENCIAL","NORMAL",611,12,"REAL","RECIFE",2,-3886176.59057386,-909354.605897829
"LIGADO","COMERCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3886160.93504596,-909320.751314743
"SUPRIMIDO","RESIDENCIAL","GRANDE",611,NA,NA,"RECIFE",20,-3886147.43922749,-909297.685690517
"LIGADO","RESIDENCIAL","NORMAL",611,102,"REAL","RECIFE",6,-3886015.85268756,-909432.939924794
"LIGADO","RESIDENCIAL","GRANDE",611,80,"ESTIMADO","RECIFE",12,-3886038.52045283,-909422.449521669
"LIGADO","RESIDENCIAL","NORMAL",611,NA,"MEDIA HD","RECIFE",1,-3886078.41502062,-909403.857223155
"LIGADO","COMERCIAL","NORMAL",611,38,"REAL","RECIFE",1,-3886051.51266192,-909341.488053521
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",2,-3886017.08911315,-909356.762293131
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",10,-3886004.37776313,-909362.1038026
"LIGADO","COMERCIAL","NORMAL",611,17,"REAL","RECIFE",1,-3885988.7626442,-909366.787463521
"LIGADO","COMERCIAL","NORMAL",611,109,"REAL","RECIFE",2,-3885991.83361499,-909384.166604909
"LIGADO","RESIDENCIAL","NORMAL",611,0,"REAL","RECIFE",1,-3885997.37565584,-909396.822954842
"LIGADO","COMERCIAL","NORMAL",611,7,"REAL","RECIFE",1,-3886002.55056501,-909408.572262799
"LIGADO","RESIDENCIAL","NORMAL",611,0,"MEDIA HD","RECIFE",5,-3886006.72025918,-909418.494100434
"LIGADO","RESIDENCIAL","NORMAL",612,75,"REAL","RECIFE",2,-3886163.69799571,-909486.870286176
"LIGADO","RESIDENCIAL","NORMAL",612,15,"ESTIMADO","RECIFE",1,-3886175.59949643,-909481.466350419
"LIGADO","COMERCIAL","NORMAL",612,22,"ESTIMADO","RECIFE",1,-3886188.21778335,-909476.94359799
"LIGADO","RESIDENCIAL","NORMAL",612,29,"REAL","RECIFE",1,-3886198.75907122,-909472.186043914
"LIGADO","RESIDENCIAL","NORMAL",612,57,"REAL","RECIFE",1,-3886219.41952343,-909463.046980398
"LIGADO","RESIDENCIAL","NORMAL",612,16,"ESTIMADO","RECIFE",1,-3886215.30782672,-909450.293789771
"LIGADO","RESIDENCIAL","NORMAL",612,18,"REAL","RECIFE",1,-3886211.22039765,-909437.473130938
"LIGADO","RESIDENCIAL","NORMAL",612,71,"REAL","RECIFE",1,-3886204.64586853,-909423.711131757
"CORTADO","COMERCIAL","NORMAL",612,0,"CONS CORT","RECIFE",1,-3886193.88739634,-909393.634239832
