"ID","Elev","X-Coord","Y-Coord"
"n1415",4.73667,289891.72,9099639.61
"n1416",5.42224,289882.89,9099617.67
"n1417",5.98,289846.43,9099535.21
"n1418",3.96,289966.64,9099623.18
"n1419",5.445,289996.6,9099689.22
"n1420",2.692,290025.61,9099756.85
"n1421",3.67,289966.64,9099606.36
"n1422",7.24714,289767.33,9099584.88
"n1423",7.217,289766.5,9099582
"n1424",6.53667,289809.06,9099690.91
"n1425",6.43,289808,9099688.1
"n1426",5.57,289907.43,9099453.63
"n1427",5.26706,289732.62,9099782.83
"n1428",5.16142,289730.96,9099779.22
"n1429",5.37119,289729.16,9099775.38
"n1430",7.0125,289674.83,9099657.18
"n1431",7.285,289657.66,9099618.48
"n1432",7.265,289640.4,9099579.58
"n1433",7.4025,289613.94,9099520.76
"n1434",3.85,289960.95,9099606.8
"n1435",4.8,289918.23,9099504.44
"n1436",4.5,289925.23,9099501.44
"n1437",6.31,289803.58,9099676.73
"n1438",6.17417,289805.53,9099681.62
"n1439",5.19828,289719.6,9099779.15
"n1440",5.02,289689.16,9099782.08
"n1441",4.635,289668.47,9099780.33
"n1442",4.6227,289656.34,9099777.07
"n1443",4.67128,289649.58,9099773.51
"n1444",4.95941,289610.59,9099744.84
"n1445",5.21174,289598.31,9099735.74
"n1446",5.48222,289584.8,9099723.18
"n1447",6.07605,289572.16,9099705.48
"n1448",6.9,289554.63,9099663.99
"n1449",4.65034,289892.98,9099637.69
"n1450",6.76193,289763.29,9099568.27
"n1451",7.025,289759.18,9099570.19
"n1452",7.22,289661.07,9099615.27
"n1453",7.275,289652.98,9099618.96
"n1454",6.865,289551.5,9099665.42
"n1455",7.01,289719.66,9099475.43
"n1456",7.0075,289760.35,9099573.62
"n1457",6.87,289763.5,9099572.31
"n1458",6.9925,289724.09,9099471.81
"n1459",7.04,289719.21,9099473.99
"n1460",7.245,289709.28,9099478.45
"n1461",7.32,289623.98,9099516.23
"n1462",7.665,289515.69,9099564.77
"n1463",5.09465,289399.27,9099616.24
"n1464",7.6318,289478.26,9099456.88
"n1465",7.74,289481.31,9099468.26
"n1466",7.70667,289482.64,9099473.34
"n1467",7.9,289494.57,9099505.9
"n1468",7.22,289540.6,9099634.91
"n1469",6.92,289550.44,9099662.17
"n1470",7.105,289468.48,9099699.02
"n1471",6.825,289552.97,9099669.93
"n1472",6.92,289546.63,9099667.65
"n1473",4.88989,289730.44,9099793.69
"n1474",4.74926,289711.58,9099822.43
"n1475",3.525,289940.52,9099764.07
"n1476",3.14709,289851.99,9099771.14
"n1477",3.146,289832.74,9099772.8
"n1478",3.09,289824.19,9099773.56
"n1479",4.97,289744.73,9099779.82
"n1480",2.1,289975.05,9100216.3
"n1481",2.13,289971.77,9100216.51
"n1482",1.76751,290124.84,9099750.45
"n1483",1.67667,290141.45,9100065.13
"n1484",1.63,290173.41,9100144.77
"n1485",1.66667,290147.37,9100064.79
"n1486",1.8,290147.48,9100065.13
"n1487",1.5,290221.02,9100063.79
"n1488",1.97815,290087.13,9100119.08
"n1489",2.14,289980.47,9100213.77
"n1490",2.46936,289981.12,9100243.49
"n1491",2.22333,289973.28,9100292.82
"n1492",2.405,289970.9,9100307.86
"n1493",2.065,289979.85,9100206.4
"n1494",1.73,290239.3,9100124.93
"n1495",2.32,290146.56,9100314.75
"n1496",2.455,290168.23,9100386.55
"n1497",2.19,290122.9,9100243.79
"n1498",1.62385,290261.21,9100198.2
"n1499",2.07,290041.2,9100349.24
"n1500",1.72,290238.63,9100125.13
"n1501",1.62664,290282.73,9100270.18
"n1502",1.615,290304.03,9100339.46
"n1503",2.39,290128.46,9100400.45
"n1504",2.435,290188.99,9100502.44
"n1505",2.075,290300.04,9100521.12
"n1506",1.71,290336.95,9100522.43
"n1507",2.09,290178.47,9100529.41
"n1508",1.62,290337.17,9100557.49
"n1509",1.54,290334.85,9100525.1
"n1510",1.85,290335.16,9100501.41
"n1511",2.33458,290233.79,9100453.63
"n1512",2.04,290260.31,9100461.38
"n1513",2.25,290336.79,9100655.36
"n1514",2.0775,290036.38,9100346.54
"n1515",2.35,290119.09,9100396.15
"n1516",2.44333,290127.7,9100404.07
"n1517",2.44,289974.67,9100311.92
"n1518",2.44167,289970.38,9100310.84
"n1519",2.01984,290240.54,9100361.61
"n1520",1.615,290304.09,9100339.64
"n1521",1.455,290130.11,9100654.52
"n1522",1.675,290130.2,9100648.35
"n1523",2.57556,290132.94,9100453.63
"n1524",2.42,290127.36,9100400.84
"n1525",1.64125,290517.47,9101145.44
"n1526",1.55,290516.64,9101141.73
"n1527",1.69,290477.52,9101162.42
"n1528",1.7875,290473.21,9101075.4
"n1529",1.7375,290480.48,9101157.26
"n1530",1.808,290482.62,9101051.84
"n1531",1.58833,290531.38,9101139.06
"n1532",2.02,290292.18,9100842.81
"n1533",1.845,290431.35,9100775.39
"n1534",1.795,290439.35,9100836.95
"n1535",2.23,290491.66,9100612.1
"n1536",1.5075,290454.8,9101166.44
"n1537",1.85,290549.84,9101232.34
"n1538",1.86,290497,9101438.15
"n1539",1.97071,290584.25,9101316.02
"n1540",1.65,290134.8,9100775.67
"n1541",1.77778,290134.74,9100781.46
"n1542",1.882,290360.36,9100761.96
"n1543",2.40704,290340.63,9100658.22
"n1544",2.39,290492.98,9100607.61
"n1545",4.025,290575.84,9100580.67
"n1546",1.99,289984.8,9100613.96
"n1547",2.09,289986.26,9100614.29
"n1548",2.264,290017.6,9100453.63
"n1549",1.945,289983.72,9100619.13
"n1550",1.96,289980.27,9100613.04
"n1551",2.0825,290006.63,9100482.9
"n1552",2.06455,290012.66,9100453.63
"n1553",1.665,290061.86,9100634.47
"n1554",2.57849,290063.64,9100612.42
"n1555",2.35667,290065.92,9100582.17
"n1556",2.38937,290068.23,9100559.92
"n1557",2.415,290069.92,9100538.87
"n1558",2.14667,290072.54,9100521.97
"n1559",2.22376,290075.51,9100500.85
"n1560",1.725,290056.38,9100633.51
"n1561",2.0925,290058.17,9100611.28
"n1562",2.2125,290060.45,9100581.03
"n1563",2.17667,290062.39,9100558.3
"n1564",2.15333,290064.45,9100537.73
"n1565",2.06091,290067.07,9100520.83
"n1566",2.3,290070.02,9100500.26
"n1567",1.8575,289983.77,9100618.91
"n1568",1.53,290093.26,9100646.04
"n1569",1.63,290093.77,9100641.03
"n1570",2.03333,289958.03,9100617.61
"n1571",2.294,289916.33,9100603.86
"n1572",2.32,289925.05,9100605.76
"n1573",2.125,289966.64,9100615.46
"n1574",1.40667,290101.59,9100646.84
"n1575",1.49,290130.15,9100651.7
"n1576",1.82,290153.21,9100652.98
"n1577",2.125,289966.64,9100615.46
"n1578",2.01003,290022.41,9100427.36
"n1579",2.23059,290034.09,9100363.52
"n1580",1.99184,290021.27,9100427.01
"n1581",2.31333,290108.19,9100453.64
"n1582",2.13,290030.6,9100362.35
"n1583",2.03,289966.64,9100411.09
"n1584",2.575,289842.91,9100367.82
"n1585",2.22641,289947.09,9100404.25
"n1586",2.4225,289966.88,9100326.97
"n1587",2.315,289957.71,9100373.23
"n1588",2.17,289951.38,9100404.38
"n1589",2.06,289949.78,9100412.26
"n1590",2.11375,289944.29,9100442.14
"n1591",2.06,289940.05,9100465.15
"n1592",2.32,289938.18,9100475.34
"n1593",2.27833,289927.73,9100531.8
"n1594",2.32,289926.67,9100537.62
"n1595",2.43,289922.41,9100560.9
"n1596",2.485,289917.63,9100534.41
"n1597",2.49,289916.8,9100538.43
"n1598",2.51953,289921.46,9100539.22
"n1599",2.57,289915.88,9100570.07
"n1600",2.37007,289922.43,9100534.07
"n1601",2.23,289935.72,9100465.4
"n1602",2.07,289993.07,9100550.13
"n1603",2.11,289966.64,9100544.4
"n1604",2.215,289508.3,9100464.46
"n1605",3.03,289671.61,9100486.05
"n1606",3.29,289709.64,9100492.01
"n1607",2.65,289780.35,9100506.43
"n1608",2.04,289966.64,9100472.9
"n1609",2.17,289887.19,9100453.63
"n1610",2.2175,289938.08,9100453.19
"n1611",2.81382,289808.21,9100434.45
"n1612",2.61,289861.85,9100321.37
"n1613",2.794,289864.73,9100323.43
"n1614",2.97,289891.7,9100267.5
"n1615",2.92,289777.83,9100338.63
"n1616",2.78611,289721.17,9100240.06
"n1617",3.31,289805.95,9100282.02
"n1618",3.13667,289831.78,9100237.25
"n1619",2.98,289826.88,9100238.87
"n1620",2.98208,289829.12,9100233.98
"n1621",3.28,289724.78,9100453.73
"n1622",3.165,289744.93,9100408.05
"n1623",3.24215,289746.94,9100403.59
"n1624",2.986,289769.35,9100355.64
"n1625",3.21192,289812.22,9100269.69
"n1626",3.655,289759.26,9100206.57
"n1627",3.1425,289585.22,9100278.97
"n1628",3.00727,289566.43,9100282.2
"n1629",2.4,289618.13,9100348.65
"n1630",2.28,289621.98,9100344.6
"n1631",2.82,289676.93,9100453.63
"n1632",2.2179,289568.63,9100400.82
"n1633",3.47591,289716.68,9100471.59
"n1634",3.29,289705.85,9100494.59
"n1635",3.43437,289710.8,9100484.55
"n1636",2.78,289518.52,9100453.63
"n1637",2.45176,289670.9,9100289.75
"n1638",3.802,289755.25,9100200.66
"n1639",3.29567,289765.06,9100205.77
"n1640",2.41,289513.39,9100453.63
"n1641",3.78,289752.04,9100200.05
"n1642",2.45583,289673.89,9100291.54
"n1643",2.96,289791.87,9100475.29
"n1644",2.97259,289799.21,9100453.63
"n1645",2.32827,289504.89,9100468.06
"n1646",3.11,289703.72,9100494.27
"n1647",2.92,289776.13,9100509.07
"n1648",2.885,289767.77,9100524.81
"n1649",3.04125,289754.6,9100552.44
"n1650",3.13,289747.08,9100567.05
"n1651",3.28167,289469.67,9100521.37
"n1652",3.445,289472.39,9100507.94
"n1653",3.53032,289476.18,9100496.1
"n1654",2.66,289515.75,9100453.63
"n1655",3.31729,289469.73,9100529.08
"n1656",3.18293,289470.48,9100526.02
"n1657",3.488,289476.34,9100502.15
"n1658",3.63882,289481.89,9100492.43
"n1659",3.2809,289467.05,9100527.86
"n1660",3.23,289467.32,9100525.33
"n1661",3.38353,289467.86,9100520.13
"n1662",3.31,289473.44,9100495.82
"n1663",3.41,289467.76,9100521.13
"n1664",3.01625,289447.4,9100518.63
"n1665",4.008,289415.63,9100514.42
"n1666",5.5176,289358.66,9100507.05
"n1667",2.36333,289473.95,9100521.89
"n1668",3.47,289678.92,9100553.22
"n1669",3.59284,289692.34,9100555.68
"n1670",3.17,289760.82,9100569.85
"n1671",2.638,289843.05,9100587.97
"n1672",2.4,289901.95,9100600.74
"n1673",2.27,289907.39,9100611.63
"n1674",3.71318,289759.42,9100199.75
"n1675",2.3975,289966.08,9100301.23
"n1676",2.175,290244.18,9100453.63
"n1677",2.07,290041.05,9100349.29
"n1678",2.43,289965.44,9100304.73
"n1679",2.95667,289892.81,9100265.19
"n1680",7.745,288894.03,9099724.6
"n1681",7.705,288896.96,9099737.68
"n1682",6.88378,288966.64,9099816.29
"n1683",7.4,289040.94,9099780.29
"n1684",7.63429,289178.93,9099716.59
"n1685",6.4025,289328.17,9099647.52
"n1686",6.265,289363.64,9099631.34
"n1687",4.86,289594.63,9100025.95
"n1688",5.11333,289532.33,9100041.25
"n1689",7.67,289075.09,9100519.48
"n1690",7.80333,289069.12,9100521.28
"n1691",7.768,289061.3,9100523.58
"n1692",7.36,288992.46,9100544.96
"n1693",7.66412,288967.39,9100551.99
"n1694",7.1,289191.17,9099820.57
"n1695",6.55023,289265.59,9099785.85
"n1696",5.23789,289562.87,9099938.24
"n1697",5.22,289561.39,9099933.42
"n1698",4.7775,289535.14,9099855.8
"n1699",4.3864,289534.96,9099848.95
"n1700",5.25,289458.29,9099866.55
"n1701",4.58699,289568.8,9099849.03
"n1702",4.55,289575.83,9099849.86
"n1703",4.59,289580.88,9099851.01
"n1704",4.61826,289588.98,9099854.07
"n1705",4.52,289603.71,9099862.09
"n1706",4.562,289611.7,9099866.92
"n1707",4.47,289626.59,9099877.75
"n1708",4.46266,289635.19,9099884.2
"n1709",4.50776,289639.58,9099887.59
"n1710",4.64203,289644.05,9099892.14
"n1711",4.57101,289646.16,9099896
"n1712",4.69936,289492.89,9099953.63
"n1713",5.27009,289554.51,9099940.54
"n1714",5.05,289582,9099933.52
"n1715",4.86849,289607.06,9099925.9
"n1716",4.67106,289631.88,9099910.77
"n1717",4.65,289651.13,9099890.32
"n1718",5.24994,289491.82,9099757.65
"n1719",5.255,289493.19,9099759.78
"n1720",5.37,289494.81,9099762.31
"n1721",5.70667,289283.21,9100011.56
"n1722",5.605,289296.9,9100001.98
"n1723",5.17875,289222.26,9100122.26
"n1724",5.11,289175.08,9100133.47
"n1725",7.61021,289257.86,9100280.57
"n1726",7.925,289256.01,9100272.19
"n1727",7.28,289241.78,9100215.11
"n1728",6.76,289234.74,9100184.06
"n1729",5.20411,289221.17,9100125.66
"n1730",5.06368,289219.55,9100117.64
"n1731",5.35047,289215.06,9100095.53
"n1732",6.1875,289199.76,9100026.91
"n1733",6.24721,289196.44,9100011.78
"n1734",6.83531,289183.41,9099953.63
"n1735",8.25823,289349.5,9100262.46
"n1736",8.04667,289420.47,9100246.76
"n1737",9.18,289261.7,9100453.63
"n1738",8.3348,289275.15,9100361.22
"n1739",4.69875,289317.03,9100096.46
"n1740",4.55,289303.27,9100099.82
"n1741",4.7164,289317.93,9100100.38
"n1742",7.43,289335.73,9100200.63
"n1743",7.78936,289409.21,9100184.18
"n1744",7.75211,289409.78,9100187.86
"n1745",5.89,289286.56,9099953.67
"n1746",7.19197,289435.71,9100311.44
"n1747",8.595,289369.18,9100326.27
"n1748",8.885,289341.81,9100330.91
"n1749",4.223,289451.85,9100386.9
"n1750",4.56732,289448.22,9100384.11
"n1751",8.8,289341.1,9100338.28
"n1752",7.06833,289322.55,9100453.51
"n1753",6.8,289494.84,9100225.29
"n1754",7.31403,289483.57,9100171.56
"n1755",4.945,289461.63,9100066.93
"n1756",5.01,289460.17,9100061.74
"n1757",7.05,289436.54,9100315.72
"n1758",5.12,289507.68,9100298.41
"n1759",6.92667,289495.83,9100230.04
"n1760",5.33,289565.43,9100214.66
"n1761",7.22,289488.19,9100170.54
"n1762",6.29212,289555.72,9100155.62
"n1763",7.80695,289422.73,9100180.99
"n1764",7.22256,289487.33,9100166.42
"n1765",6.28205,289553.13,9100151.57
"n1766",4.72506,289365.35,9100084.85
"n1767",4.89,289392.44,9100077.58
"n1768",5.0225,289467.47,9100059.8
"n1769",5,289537.39,9100042.84
"n1770",4.80533,289389.8,9100082.24
"n1771",5.03053,289463.19,9100063.86
"n1772",5.08,289533.23,9100046.72
"n1773",7.8,289411.4,9100185.66
"n1774",7.96514,289422.45,9100242.83
"n1775",6.09256,289443.72,9100352.89
"n1776",5.11333,289532.33,9100041.54
"n1777",5.13,289532.98,9100045.51
"n1778",5.28,289538.39,9100048.05
"n1779",4.51333,289624.97,9100024.72
"n1780",4.48375,289624.27,9100021.54
"n1781",4.565,289641.7,9100132.06
"n1782",4.4466,289648.02,9100130.76
"n1783",4.54,289643.89,9100136.11
"n1784",4.61,289620.07,9100024.97
"n1785",6.21,289561.55,9100156.26
"n1786",5.3,289571.38,9100208.31
"n1787",5.265,289572.37,9100213.15
"n1788",4.17143,289688.1,9100188.77
"n1789",4.07,289693.23,9100199.99
"n1790",3.02774,289603.92,9100294.61
"n1791",6.25466,289544.5,9100101.33
"n1792",2.15,289665.07,9100697.44
"n1793",1.92,289620.96,9100692.09
"n1794",2.3,289481.31,9100600.19
"n1795",2.31,289531.86,9100606.58
"n1796",2.395,289586.01,9100613.51
"n1797",2.54,289618.5,9100617.47
"n1798",4.2675,289334.43,9100583.47
"n1799",3.08,289325.54,9100651.88
"n1800",2.09667,289447.09,9100666.81
"n1801",2.2525,289435.33,9100596.35
"n1802",6.10077,289343.53,9100515.09
"n1803",2.90167,289427,9100527.88
"n1804",2.49129,289433.15,9100593.64
"n1805",1.81875,289437.23,9100594.06
"n1806",1.692,289449.1,9100667.07
"n1807",8.71104,289257.48,9100477.68
"n1808",1.65728,289491.94,9100677.7
"n1809",2.47,289475.91,9100597.55
"n1810",3.62,289466.71,9100537.35
"n1811",2.54,289487.35,9100668.41
"n1812",2.9,289483.91,9100649.12
"n1813",2.37667,289477,9100605.01
"n1814",2.58,289476.19,9100599.55
"n1815",2.57333,289536.98,9100953.63
"n1816",2.72869,289532.73,9100931.71
"n1817",2.76187,289527.4,9100903.56
"n1818",2.90126,289521.5,9100873.27
"n1819",2.09318,289516.08,9100843.08
"n1820",1.9,289512.51,9100823.62
"n1821",2.11,289510.47,9100812.5
"n1822",3.20333,289505.82,9100784.24
"n1823",2.31,289501.27,9100755.99
"n1824",2.11,289500.19,9100748.62
"n1825",3.02947,289496.82,9100725.7
"n1826",2.56222,289491.99,9100696.86
"n1827",1.92827,289489.08,9100677.97
"n1828",1.90018,289488.91,9100677.36
"n1829",2.21396,289676.11,9100694.8
"n1830",6.23,289200.77,9100025.69
"n1831",4.64168,289315.2,9100087.52
"n1832",1.44,289592.84,9100833.57
"n1833",2.07,289616.39,9100836.6
"n1834",1.685,289570.15,9100755.83
"n1835",1.78,289646.31,9100765.09
"n1836",2.675,289568.03,9100951.35
"n1837",2.1,289449.65,9100670.43
"n1838",2.83944,289471.57,9100521.6
"n1839",2.66,289515.75,9100453.63
"n1840",8.39912,289282.97,9100365.57
"n1841",7.98,289334.77,9100370.36
"n1842",8.19,289349.92,9100258.77
"n1843",8.16,289350.22,9100256.08
"n1844",4.63,289388.56,9100076.32
"n1845",3.67806,289686.44,9100006.51
"n1846",6.88,289499.69,9100225.85
"n1847",5.36,289567.35,9100211.85
"n1848",3.755,289680.72,9100186.05
"n1849",3.1775,289580.25,9100274.27
"n1850",3.89,289689.65,9100126.03
"n1851",3.99,289717.75,9099995.85
"n1852",3.98252,289716,9099961.15
"n1853",4.86,289594.77,9100026.34
"n1854",3.99811,289714.31,9100001.77
"n1855",4.23699,289656.87,9100128.83
"n1856",7.33228,289482.71,9100167.46
"n1857",7.1775,289243.28,9100221.15
"n1858",7.56,289148.65,9100245.85
"n1859",2.345,290014.4,9101365.02
"n1860",2.16,290013.09,9101453.71
"n1861",2.21,290144.59,9101453.71
"n1862",2.07,290235.83,9101405.06
"n1863",1.88,290233.32,9101453.63
"n1864",2.94,290090.24,9101199.18
"n1865",3.12049,290078.66,9101264.76
"n1866",2.44461,290105.9,9101137.97
"n1867",2.77,290102.35,9101150.7
"n1868",2.17344,290163.38,9101197.05
"n1869",7.56,289472.13,9099341.98
"n1870",7.84,289476.39,9099333.34
"n1871",7.9775,289473.06,9099325.49
"n1872",7.89526,289471.3,9099321.61
"n1873",8.25333,289405.21,9099166.4
"n1874",7.85713,289479.31,9099133.13
"n1875",7.535,289522.26,9099231.78
"n1876",7.45,289548.63,9099293.5
"n1877",7.925,289477.5,9099323.58
"n1878",7.66412,288967.39,9100551.99
"n1879",5.8,289013.91,9101185.84
"n1880",5.58,289021.99,9101184.69
"n1881",3.36333,289139.44,9101169.64
"n1882",3.3956,289212.22,9101159.32
"n1883",6.72,288986.9,9101277.07
"n1884",6.91333,288976.62,9101278.96
"n1885",4.78,289004.92,9101453.63
"n1886",3,289220.81,9101284.47
"n1887",3.475,289231.25,9101271.68
"n1888",1.59,289802.59,9101324.31
"n1889",1.67,289801.37,9101338.56
"n1890",1.565,289800.29,9101357.49
"n1891",1.75605,289798.85,9101385.02
"n1892",1.75,289798.75,9101453.63
"n1893",1.88,289872.13,9101338.39
"n1894",1.67,289868,9101453.63
"n1895",2.08237,289746.28,9101317.51
"n1896",1.81,289877.98,9101246.24
"n1897",1.53289,289850.38,9101242.1
"n1898",1.69,289827.41,9101238.54
"n1899",8.67143,288915.85,9101002.43
"n1900",8.26604,288757.19,9101122.45
"n1901",8.736,288934.72,9101001.75
"n1902",8.6625,288935.46,9101004.96
"n1903",8.325,288815.94,9101076.46
"n1904",8.37,288817.37,9101081.11
"n1905",7.34,288848.52,9101262.44
"n1906",8.55979,288687.35,9101162.94
"n1907",8.416,288588.54,9101263.59
"n1908",8.2725,288724.87,9101140.73
"n1909",8.455,288681.99,9101182.32
"n1910",8.035,288751.3,9101134.04
"n1911",8.114,288747.88,9101129
"n1912",8.57,288419.06,9101453.63
"n1913",8.492,288429.92,9101453.63
"n1914",8.62,288440.74,9101453.63
"n1915",7.0625,288862.82,9101282.29
